Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
2.26E+03,28.9387,29.5348,30.0923,30.6116,31.093,31.5368,31.9435,32.3131,32.6461,32.9427,33.203,33.4272,33.6155,33.7681,33.885,33.9663,34.012,34.0222,33.9969,33.9359,33.8394,33.707,33.5388,33.3346,33.0941,32.8173,32.5038,32.1535,31.766,31.341,30.8782,30.3772,29.8377,29.2593,28.6415,27.9839,27.286,26.5474,25.7675,24.9459,24.0819
2.27E+03,28.1403,28.7444,29.3093,29.8356,30.3236,30.7735,31.1857,31.5605,31.8981,32.1987,32.4626,32.6898,32.8807,33.0352,33.1535,33.2357,33.2818,33.2918,33.2656,33.2034,33.105,32.9702,32.7991,32.5914,32.347,32.0657,31.7472,31.3914,30.9979,30.5665,30.0967,29.5884,29.0411,28.4544,27.828,27.1613,26.454,25.7056,24.9156,24.0835,23.2088
2.28E+03,27.3338,27.9455,28.5176,29.0507,29.545,30.0007,30.4183,30.798,31.14,31.4446,31.7119,31.9421,32.1353,32.2918,32.4114,32.4945,32.5408,32.5506,32.5238,32.4603,32.3601,32.223,32.0491,31.8381,31.5899,31.3042,30.9809,30.6198,30.2205,29.7829,29.3065,28.791,28.2362,27.6415,27.0068,26.3314,25.615,24.8572,24.0574,23.2153,22.3302
2.30E+03,26.5194,27.1384,27.7175,28.2571,28.7574,29.2188,29.6416,30.0261,30.3724,30.6807,30.9513,31.1843,31.3799,31.5381,31.6591,31.743,31.7897,31.7992,31.7717,31.707,31.605,31.4658,31.2891,31.0749,30.823,30.5332,30.2053,29.839,29.4342,28.9905,28.5077,27.9854,27.4233,26.821,26.1782,25.4944,24.7693,24.0024,23.1932,22.3414,21.4463
2.31E+03,25.6974,26.3234,26.9092,27.4551,27.9613,28.4282,28.856,29.245,29.5954,29.9074,30.1811,30.4169,30.6147,30.7747,30.897,30.9816,31.0286,31.0379,31.0097,30.9438,30.8402,30.6988,30.5196,30.3023,30.0468,29.7529,29.4205,29.0494,28.6392,28.1897,27.7007,27.1718,26.6027,25.993,25.3425,24.6506,23.917,23.1414,22.3232,21.4619,20.5573
2.32E+03,24.868,25.5009,26.0931,26.645,27.1569,27.629,28.0616,28.455,28.8094,29.1249,29.4018,29.6401,29.8401,30.0018,30.1253,30.2106,30.2579,30.2671,30.2382,30.1712,30.066,29.9226,29.7408,29.5205,29.2616,28.9638,28.6271,28.2512,27.8359,27.3808,26.8858,26.3505,25.7747,25.1579,24.4999,23.8002,23.0585,22.2744,21.4475,20.5772,19.6633
2.33E+03,24.0315,24.671,25.2694,25.8272,26.3445,26.8217,27.259,27.6566,28.0148,28.3337,28.6135,28.8544,29.0564,29.2197,29.3444,29.4305,29.4781,29.4871,29.4576,29.3895,29.2827,29.1373,28.9531,28.7299,28.4677,28.1662,27.8253,27.4449,27.0245,26.5641,26.0633,25.5219,24.9396,24.3159,23.6507,22.9435,22.194,21.4017,20.5664,19.6874,18.7646
2.35E+03,23.1883,23.834,24.4385,25.0018,25.5244,26.0065,26.4483,26.85,27.2118,27.534,27.8167,28.06,28.264,28.4289,28.5547,28.6415,28.6894,28.6982,28.6681,28.5989,28.4907,28.3433,28.1567,27.9308,27.6654,27.3603,27.0155,26.6306,26.2054,25.7398,25.2335,24.6862,24.0975,23.4673,22.7951,22.0807,21.3236,20.5235,19.68,18.7927,17.8612
2.36E+03,22.3384,22.9903,23.6005,24.1693,24.6969,25.1837,25.6298,26.0354,26.4009,26.7262,27.0116,27.2573,27.4632,27.6296,27.7566,27.844,27.8921,27.9008,27.87,27.7999,27.6902,27.541,27.3522,27.1236,26.8551,26.5465,26.1978,25.8087,25.3789,24.9083,24.3966,23.8436,23.2489,22.6123,21.9334,21.212,20.4476,19.6399,18.7886,17.8933,16.9535
2.37E+03,21.4822,22.14,22.7557,23.3297,23.8623,24.3536,24.8038,25.2133,25.5821,25.9105,26.1986,26.4465,26.6543,26.8222,26.9502,27.0383,27.0866,27.0951,27.0638,26.9926,26.8816,26.7306,26.5396,26.3084,26.037,25.7251,25.3726,24.9794,24.5452,24.0697,23.5529,22.9943,22.3938,21.7511,21.0658,20.3376,19.5662,18.7513,17.8924,16.9893,16.0415
2.38E+03,20.6199,21.2833,21.9044,22.4835,23.0207,23.5164,23.9707,24.3838,24.7559,25.0872,25.3779,25.6279,25.8376,26.0069,26.1358,26.2246,26.2731,26.2815,26.2496,26.1775,26.0652,25.9125,25.7193,25.4857,25.2114,24.8963,24.5402,24.143,23.7045,23.2244,22.7026,22.1388,21.5326,20.8839,20.1924,19.4578,18.6796,17.8576,16.9915,16.0809,15.1254
2.40E+03,19.7517,20.4206,21.0469,21.6308,22.1726,22.6724,23.1306,23.5472,23.9225,24.2567,24.5498,24.8019,25.0133,25.1839,25.3139,25.4032,25.452,25.4602,25.4278,25.3548,25.2412,25.0868,24.8917,24.6556,24.3786,24.0603,23.7008,23.2998,22.8571,22.3726,21.846,21.277,20.6655,20.0111,19.3136,18.5726,17.788,16.9592,16.0861,15.1682,14.2053
2.40E+03,19.441,20.1119,20.74,21.3256,21.869,22.3703,22.8298,23.2477,23.6242,23.9593,24.2533,24.5062,24.7181,24.8892,25.0196,25.1091,25.158,25.1661,25.1335,25.0602,24.9461,24.7912,24.5953,24.3584,24.0804,23.7611,23.4003,22.998,22.5538,22.0677,21.5394,20.9687,20.3552,19.6988,18.9992,18.2561,17.4691,16.638,15.7624,14.842,13.8764
2.40E+03,19.441,20.1119,20.74,21.3256,21.869,22.3703,22.8298,23.2477,23.6242,23.9593,24.2533,24.5062,24.7181,24.8892,25.0196,25.1091,25.158,25.1661,25.1335,25.0602,24.9461,24.7912,24.5953,24.3584,24.0804,23.7611,23.4003,22.998,22.5538,22.0677,21.5394,20.9687,20.3552,19.6988,18.9992,18.2561,17.4691,16.638,15.7624,14.842,13.8764
